Descriptores,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018<P>,2019<P>
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Promotores de espectáculos artísticos, deportivos y similares",0.231,0.224,0.242,0.239,0.245,0.262,0.249,0.249,0.266,0.273,0.261,0.256
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Servicios creativos (publicidad),1.856,1.7,1.701,1.673,1.617,1.688,1.795,1.642,1.846,1.903,2.025,1.896
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Servicios de diseño,5.19,5.04,4.902,4.84,4.964,4.906,5.123,5.245,5.193,5.163,4.926,4.961
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Servicios de información (agencias noticiosas, internet, entre otros)",0.283,0.275,0.245,0.218,0.228,0.213,0.237,0.248,0.242,0.192,0.116,0.097
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Sitios históricos, parques naturales y otros sitios de patrimonio cultural",0.195,0.19,0.18,0.182,0.194,0.181,0.183,0.198,0.193,0.182,0.182,0.182
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Televisión y otros servicios,5.954,6.137,6.498,6.614,6.53,6.741,6.635,6.673,6.456,6.816,7.148,6.406
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos,41.434,42.536,41.763,40.127,39.624,39.44,38.628,37.109,35.06,34.649,34.428,34.871
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes,0.486,0.51,0.524,0.544,0.537,0.544,0.586,0.594,0.636,0.596,0.586,0.56
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes|Artículos para impresión y fabricación de anuncios,0.261,0.284,0.287,0.297,0.302,0.318,0.348,0.341,0.367,0.325,0.319,0.307
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes|Artículos y accesorios para artes plásticas, escultóricas y dibujo<C1>",0.225,0.226,0.238,0.247,0.235,0.226,0.238,0.253,0.269,0.272,0.267,0.253
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios,40.948,42.026,41.239,39.583,39.088,38.895,38.042,36.515,34.423,34.053,33.842,34.311
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Alquiler de artículos (discos, instrumentos musicales, proyectores, producción audiovisual entre otros)<C2>",0.197,0.182,0.188,0.192,0.177,0.202,0.204,0.216,0.209,0.217,0.211,0.218
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Alquiler de sitios (teatros, auditorios, estadios, entre otros)",0.06,0.057,0.052,0.052,0.054,0.055,0.056,0.055,0.057,0.059,0.056,0.055
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Comercio de productos culturales,8.164,7.673,7.557,7.903,7.742,7.218,7.023,7.575,7.878,7.987,8.075,8.099
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios de apoyo a la edición, diseño y publicidad",0.382,0.377,0.359,0.36,0.351,0.363,0.381,0.358,0.39,0.394,0.41,0.388
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios de medios de comunicación (internet),31.208,32.825,32.175,30.158,29.829,30.081,29.376,27.196,24.78,24.354,24.075,24.486
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios para el registro derechos de autor (composiciones musicales, obras musicales, entre otros)",0.92,0.895,0.892,0.903,0.919,0.96,0.987,1.099,1.093,1.028,1,1.05
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Sitios de recreación,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios auxiliares para la edificación,0.013,0.012,0.012,0.012,0.012,0.012,0.012,0.011,0.011,0.011,0.011,0.011
Estructura porcentual|Total cultura|Gestión pública en actividades culturales,5.846,6.33,6.16,6.452,6.918,6.299,6.242,6.438,6.567,6.207,6.471,5.998
Estructura porcentual|Total cultura|Gestión pública en actividades culturales|Administración federal,3.858,4.289,4.1,4.319,4.685,4.063,3.77,3.924,4.027,3.794,4.09,3.618
Estructura porcentual|Total cultura|Gestión pública en actividades culturales|Administración estatal,1.988,2.041,2.059,2.133,2.233,2.236,2.471,2.514,2.54,2.413,2.381,2.38
Estructura porcentual|Total cultura|Asociaciones y organizaciones civiles,0.045,0.046,0.044,0.043,0.044,0.042,0.043,0.04,0.038,0.037,0.056,0.056
Estructura porcentual|Total cultura|Producción cultural de los hogares,10.574,9.958,10.529,11.124,11.094,11.373,11.538,11.788,12.665,12.993,13.253,13.489
