Descriptores,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018<P>,2019<P>
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Música, radio y otros servicios",0.042,0.046,0.044,0.042,0.04,0.042,0.043,0.043,0.043,0.041,0.04,0.039
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Museos,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Promotores de espectáculos artísticos, deportivos y similares",0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.006,0.006
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Servicios creativos (publicidad),0.052,0.051,0.048,0.045,0.043,0.045,0.045,0.041,0.043,0.043,0.046,0.043
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Servicios de diseño,0.149,0.155,0.141,0.133,0.134,0.133,0.133,0.133,0.124,0.12,0.113,0.114
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Servicios de información (agencias noticiosas, internet, entre otros)",0.008,0.008,0.007,0.006,0.006,0.006,0.006,0.006,0.006,0.004,0.003,0.002
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Sitios históricos, parques naturales y otros sitios de patrimonio cultural",0.005,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Televisión y otros servicios,0.19,0.216,0.217,0.212,0.205,0.208,0.198,0.195,0.179,0.185,0.19,0.172
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos,1.073,1.202,1.1,0.988,0.963,0.974,0.914,0.84,0.738,0.697,0.687,0.708
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes,0.02,0.022,0.022,0.022,0.022,0.021,0.022,0.023,0.029,0.021,0.024,0.023
