Descriptores,2008|Total,2008|Usuario/Beneficiario|Total de residentes,2008|Usuario/Beneficiario|Hogares,2008|Usuario/Beneficiario|ISFL,2008|Usuario/Beneficiario|Total de gobierno,2008|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2008|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2008|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2008|Usuario/Beneficiario|Sociedades no financieras,2008|Usuario/Beneficiario|Total no residentes,2009|Total,2009|Usuario/Beneficiario|Total de residentes,2009|Usuario/Beneficiario|Hogares,2009|Usuario/Beneficiario|ISFL,2009|Usuario/Beneficiario|Total de gobierno,2009|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2009|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2009|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2009|Usuario/Beneficiario|Sociedades no financieras,2009|Usuario/Beneficiario|Total no residentes,2010|Total,2010|Usuario/Beneficiario|Total de residentes,2010|Usuario/Beneficiario|Hogares,2010|Usuario/Beneficiario|ISFL,2010|Usuario/Beneficiario|Total de gobierno,2010|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2010|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2010|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2010|Usuario/Beneficiario|Sociedades no financieras,2010|Usuario/Beneficiario|Total no residentes,2011|Total,2011|Usuario/Beneficiario|Total de residentes,2011|Usuario/Beneficiario|Hogares,2011|Usuario/Beneficiario|ISFL,2011|Usuario/Beneficiario|Total de gobierno,2011|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2011|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2011|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2011|Usuario/Beneficiario|Sociedades no financieras,2011|Usuario/Beneficiario|Total no residentes,2012|Total,2012|Usuario/Beneficiario|Total de residentes,2012|Usuario/Beneficiario|Hogares,2012|Usuario/Beneficiario|ISFL,2012|Usuario/Beneficiario|Total de gobierno,2012|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2012|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2012|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2012|Usuario/Beneficiario|Sociedades no financieras,2012|Usuario/Beneficiario|Total no residentes,2013|Total,2013|Usuario/Beneficiario|Total de residentes,2013|Usuario/Beneficiario|Hogares,2013|Usuario/Beneficiario|ISFL,2013|Usuario/Beneficiario|Total de gobierno,2013|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2013|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2013|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2013|Usuario/Beneficiario|Sociedades no financieras,2013|Usuario/Beneficiario|Total no residentes,2014|Total,2014|Usuario/Beneficiario|Total de residentes,2014|Usuario/Beneficiario|Hogares,2014|Usuario/Beneficiario|ISFL,2014|Usuario/Beneficiario|Total de gobierno,2014|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2014|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2014|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2014|Usuario/Beneficiario|Sociedades no financieras,2014|Usuario/Beneficiario|Total no residentes,2015|Total,2015|Usuario/Beneficiario|Total de residentes,2015|Usuario/Beneficiario|Hogares,2015|Usuario/Beneficiario|ISFL,2015|Usuario/Beneficiario|Total de gobierno,2015|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2015|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2015|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2015|Usuario/Beneficiario|Sociedades no financieras,2015|Usuario/Beneficiario|Total no residentes,2016|Total,2016|Usuario/Beneficiario|Total de residentes,2016|Usuario/Beneficiario|Hogares,2016|Usuario/Beneficiario|ISFL,2016|Usuario/Beneficiario|Total de gobierno,2016|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2016|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2016|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2016|Usuario/Beneficiario|Sociedades no financieras,2016|Usuario/Beneficiario|Total no residentes,2017|Total,2017|Usuario/Beneficiario|Total de residentes,2017|Usuario/Beneficiario|Hogares,2017|Usuario/Beneficiario|ISFL,2017|Usuario/Beneficiario|Total de gobierno,2017|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2017|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2017|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2017|Usuario/Beneficiario|Sociedades no financieras,2017|Usuario/Beneficiario|Total no residentes,2018|Total<P>,2018|Usuario/Beneficiario|Total de residentes<P>,2018|Usuario/Beneficiario|Hogares<P>,2018|Usuario/Beneficiario|ISFL<P>,2018|Usuario/Beneficiario|Total de gobierno<P>,2018|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal<P>,2018|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal<P>,2018|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal<P>,2018|Usuario/Beneficiario|Sociedades no financieras<P>,2018|Usuario/Beneficiario|Total no residentes<P>,2019|Total<P>,2019|Usuario/Beneficiario|Total de residentes<P>,2019|Usuario/Beneficiario|Hogares<P>,2019|Usuario/Beneficiario|ISFL<P>,2019|Usuario/Beneficiario|Total de gobierno<P>,2019|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal<P>,2019|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal<P>,2019|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal<P>,2019|Usuario/Beneficiario|Sociedades no financieras<P>,2019|Usuario/Beneficiario|Total no residentes<P>
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Gráfico,0.289,0.289,0.289,NA,NA,NA,NA,NA,NA,NA,0.261,0.261,0.261,NA,NA,NA,NA,NA,NA,NA,0.251,0.251,0.251,NA,NA,NA,NA,NA,NA,NA,0.256,0.256,0.256,NA,NA,NA,NA,NA,NA,NA,0.264,0.264,0.264,NA,NA,NA,NA,NA,NA,NA,0.258,0.258,0.258,NA,NA,NA,NA,NA,NA,NA,0.225,0.225,0.225,NA,NA,NA,NA,NA,NA,NA,0.235,0.235,0.235,NA,NA,NA,NA,NA,NA,NA,0.236,0.236,0.236,NA,NA,NA,NA,NA,NA,NA,0.169,0.169,0.169,NA,NA,NA,NA,NA,NA,NA,0.171,0.171,0.171,NA,NA,NA,NA,NA,NA,NA,0.156,0.156,0.156,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Informático,4641.751,4641.751,338.81,NA,NA,NA,NA,NA,4302.941,NA,4555.618,4555.618,382.087,NA,NA,NA,NA,NA,4173.531,NA,4602.895,4602.895,336.827,NA,NA,NA,NA,NA,4266.068,NA,4822.945,4822.945,341.442,NA,NA,NA,NA,NA,4481.503,NA,4936.027,4936.027,326.073,NA,NA,NA,NA,NA,4609.954,NA,5653.418,5653.418,339.934,NA,NA,NA,NA,NA,5313.484,NA,6224.636,6224.636,361.188,NA,NA,NA,NA,NA,5863.448,NA,6619.127,6619.127,445.409,NA,NA,NA,NA,NA,6173.718,NA,7311.365,7311.365,483.143,NA,NA,NA,NA,NA,6828.222,NA,6833.686,6833.686,536.627,NA,NA,NA,NA,NA,6297.059,NA,6596.826,6596.826,563.479,NA,NA,NA,NA,NA,6033.347,NA,7195.92,7195.92,541.754,NA,NA,NA,NA,NA,6654.166,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Interiores,384.398,384.398,383.236,NA,NA,NA,NA,NA,1.162,NA,348.348,348.348,347.329,NA,NA,NA,NA,NA,1.019,NA,326.58,326.58,325.568,NA,NA,NA,NA,NA,1.012,NA,327.572,327.572,326.517,NA,NA,NA,NA,NA,1.055,NA,361.191,361.191,360.128,NA,NA,NA,NA,NA,1.063,NA,363.765,363.765,362.754,NA,NA,NA,NA,NA,1.011,NA,376.098,376.098,375.056,NA,NA,NA,NA,NA,1.042,NA,354.294,354.294,353.207,NA,NA,NA,NA,NA,1.087,NA,369.795,369.795,368.661,NA,NA,NA,NA,NA,1.134,NA,346.58,346.58,345.42,NA,NA,NA,NA,NA,1.16,NA,365.849,365.849,364.673,NA,NA,NA,NA,NA,1.176,NA,353.37,353.37,352.187,NA,NA,NA,NA,NA,1.183,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Modas,0.005,0.005,0.005,NA,NA,NA,NA,NA,NA,NA,0.006,0.006,0.006,NA,NA,NA,NA,NA,NA,NA,0.006,0.006,0.006,NA,NA,NA,NA,NA,NA,NA,0.007,0.007,0.007,NA,NA,NA,NA,NA,NA,NA,0.007,0.007,0.007,NA,NA,NA,NA,NA,NA,NA,0.007,0.007,0.007,NA,NA,NA,NA,NA,NA,NA,0.007,0.007,0.007,NA,NA,NA,NA,NA,NA,NA,0.007,0.007,0.007,NA,NA,NA,NA,NA,NA,NA,0.007,0.007,0.007,NA,NA,NA,NA,NA,NA,NA,0.008,0.008,0.008,NA,NA,NA,NA,NA,NA,NA,0.009,0.009,0.009,NA,NA,NA,NA,NA,NA,NA,0.01,0.01,0.01,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Industrial,35.638,35.638,35.62,NA,NA,NA,NA,NA,0.018,NA,32.963,32.963,32.939,NA,NA,NA,NA,NA,0.024,NA,30.497,30.497,30.476,NA,NA,NA,NA,NA,0.021,NA,30.008,30.008,29.987,NA,NA,NA,NA,NA,0.021,NA,30.759,30.759,30.74,NA,NA,NA,NA,NA,0.019,NA,31.797,31.797,31.78,NA,NA,NA,NA,NA,0.017,NA,31.844,31.844,31.818,NA,NA,NA,NA,NA,0.026,NA,33.286,33.286,33.258,NA,NA,NA,NA,NA,0.028,NA,37.665,37.665,37.63,NA,NA,NA,NA,NA,0.035,NA,32.99,32.99,32.959,NA,NA,NA,NA,NA,0.031,NA,32.406,32.406,32.37,NA,NA,NA,NA,NA,0.036,NA,31.31,31.31,31.274,NA,NA,NA,NA,NA,0.036,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Publicidad,0.307,0.307,0.307,NA,NA,NA,NA,NA,NA,NA,0.232,0.232,0.232,NA,NA,NA,NA,NA,NA,NA,0.189,0.189,0.189,NA,NA,NA,NA,NA,NA,NA,0.182,0.182,0.182,NA,NA,NA,NA,NA,NA,NA,0.164,0.164,0.164,NA,NA,NA,NA,NA,NA,NA,0.176,0.176,0.176,NA,NA,NA,NA,NA,NA,NA,0.152,0.152,0.152,NA,NA,NA,NA,NA,NA,NA,0.135,0.135,0.135,NA,NA,NA,NA,NA,NA,NA,0.139,0.139,0.139,NA,NA,NA,NA,NA,NA,NA,0.127,0.127,0.127,NA,NA,NA,NA,NA,NA,NA,0.116,0.116,0.116,NA,NA,NA,NA,NA,NA,NA,0.098,0.098,0.098,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Propiedad intelectual en diseño,1382.75,1382.75,1382.75,NA,NA,NA,NA,NA,NA,NA,1414.129,1414.129,1414.129,NA,NA,NA,NA,NA,NA,NA,1373.25,1373.25,1373.25,NA,NA,NA,NA,NA,NA,NA,1477.617,1477.617,1477.617,NA,NA,NA,NA,NA,NA,NA,1384.274,1384.274,1384.274,NA,NA,NA,NA,NA,NA,NA,1431.456,1431.456,1431.456,NA,NA,NA,NA,NA,NA,NA,1504.262,1504.262,1504.262,NA,NA,NA,NA,NA,NA,NA,1787.922,1787.922,1787.922,NA,NA,NA,NA,NA,NA,NA,1760.313,1760.313,1760.313,NA,NA,NA,NA,NA,NA,NA,1805.601,1805.601,1805.601,NA,NA,NA,NA,NA,NA,NA,1878.54,1878.54,1878.54,NA,NA,NA,NA,NA,NA,NA,2080.261,2080.261,2080.261,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Gestión pública en servicios creativos,1688.836,1688.836,1165.5707735304436,NA,523.26527808978,523.26527808978,NA,NA,NA,NA,1645.931,1645.931,1012.1899365120837,NA,633.74066135868,633.74066135868,NA,NA,NA,NA,1734.725,1734.725,1106.582013790923,NA,628.1428460796399,628.1428460796399,NA,NA,NA,NA,1847.088,1847.088,1148.4852638396292,NA,698.6030271488479,698.6030271488479,NA,NA,NA,NA,1854.262,1854.262,1156.367225223171,NA,697.894914902316,697.894914902316,NA,NA,NA,NA,1694.218,1694.218,995.5487996323313,NA,698.668961807588,698.668961807588,NA,NA,NA,NA,1189.251,1189.251,663.7287749732051,NA,525.5219118193935,525.5219118193935,NA,NA,NA,NA,1383.194,1383.194,750.4050050755476,NA,632.7887554004379,632.7887554004379,NA,NA,NA,NA,1458.011,1458.011,734.1054036043978,NA,723.9060653937883,723.9060653937883,NA,NA,NA,NA,1453.626,1453.626,735.2037842626742,NA,718.4217491884751,718.4217491884751,NA,NA,NA,NA,1815.754,1815.754,996.4768022843238,NA,819.2769400363085,819.2769400363085,NA,NA,NA,NA,1711.543,1711.543,927.6528680212432,NA,783.8901065682417,783.8901065682417,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural,15543.449,14815.046,10433.97,NA,3870.371,3870.371,NA,NA,510.705,728.403,15185.247,14471.52,9235.047,NA,4698.219,4698.219,NA,NA,538.253,713.727,15706.916,15035.179,9842.909,NA,4637.985,4637.985,NA,NA,554.284,671.737,16455.522,15805.216,10136.757,NA,5082.8,5082.8,NA,NA,585.659,650.306,16848.001,16134.066,10419.429,NA,5104.904,5104.904,NA,NA,609.733,713.935,15723.068,15002.586,9250.798,NA,5150.469,5150.469,NA,NA,601.319,720.482,15849.752,15070.825,8820.414,NA,5595.59,5595.59,NA,NA,654.821,778.927,16557.648,15633.463,8929.043,NA,6031.824,6031.824,NA,NA,672.596,924.185,17201.21,16138.624,8572.021,NA,6829.199,6829.199,NA,NA,737.404,1062.586,16733.337,15652.974,8310.76,NA,6555.956,6555.956,NA,NA,786.259,1080.363,17604.92,16512.387,9408.457,NA,6269.552,6269.552,NA,NA,834.378,1092.533,15680.764,14575.694,8282.96,NA,5552.138,5552.138,NA,NA,740.597,1105.07
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Material,946.809,909.518,328.3,NA,70.967,70.967,NA,NA,510.251,37.291,979.168,941.633,331.472,NA,72.686,72.686,NA,NA,537.475,37.535,983.917,948.1,322.929,NA,74.548,74.548,NA,NA,550.623,35.817,1021.541,986.9,327.439,NA,77.346,77.346,NA,NA,582.115,34.641,1080.467,1042.877,350.402,NA,87.111,87.111,NA,NA,605.364,37.59,1046.081,1008.733,336.661,NA,75.541,75.541,NA,NA,596.531,37.348,1097.931,1057.403,337.815,NA,69.772,69.772,NA,NA,649.816,40.528,1118.186,1070.773,334.613,NA,70.571,70.571,NA,NA,665.589,47.413,1177.421,1122,319.471,NA,70.43,70.43,NA,NA,732.099,55.421,1241.015,1182.351,320.563,NA,80.158,80.158,NA,NA,781.63,58.664,1414.065,1353.719,437.824,NA,86.356,86.356,NA,NA,829.539,60.346,1306.063,1245.29,427.903,NA,79.644,79.644,NA,NA,737.743,60.773
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Natural,1694.547,1232.826,1232.372,NA,NA,NA,NA,NA,0.454,461.721,1604.114,1150.551,1149.773,NA,NA,NA,NA,NA,0.778,453.563,1517.663,1095.703,1092.042,NA,NA,NA,NA,NA,3.661,421.96,1576.823,1168.507,1164.963,NA,NA,NA,NA,NA,3.544,408.316,1733.613,1286.369,1282,NA,NA,NA,NA,NA,4.369,447.244,1659.54,1210.387,1205.599,NA,NA,NA,NA,NA,4.788,449.153,1569.448,1083.729,1078.724,NA,NA,NA,NA,NA,5.005,485.719,1710.306,1127.232,1120.225,NA,NA,NA,NA,NA,7.007,583.074,1669.788,1005.958,1000.653,NA,NA,NA,NA,NA,5.305,663.83,1628.035,960.26,955.631,NA,NA,NA,NA,NA,4.629,667.775,1732.007,1055.192,1050.353,NA,NA,NA,NA,NA,4.839,676.815,1695.262,1009.106,1006.252,NA,NA,NA,NA,NA,2.854,686.156
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Bibliotecas,13.774,13.774,13.774,NA,NA,NA,NA,NA,NA,NA,13.611,13.611,13.611,NA,NA,NA,NA,NA,NA,NA,13.79,13.79,13.79,NA,NA,NA,NA,NA,NA,NA,14.015,14.015,14.015,NA,NA,NA,NA,NA,NA,NA,14.279,14.279,14.279,NA,NA,NA,NA,NA,NA,NA,14.689,14.689,14.689,NA,NA,NA,NA,NA,NA,NA,15.162,15.162,15.162,NA,NA,NA,NA,NA,NA,NA,14.693,14.693,14.693,NA,NA,NA,NA,NA,NA,NA,14.808,14.808,14.808,NA,NA,NA,NA,NA,NA,NA,14.793,14.793,14.793,NA,NA,NA,NA,NA,NA,NA,14.742,14.742,14.742,NA,NA,NA,NA,NA,NA,NA,14.81,14.81,14.81,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Museos,625.762,396.371,396.371,NA,NA,NA,NA,NA,NA,229.391,575.069,352.44,352.44,NA,NA,NA,NA,NA,NA,222.629,588.826,374.866,374.866,NA,NA,NA,NA,NA,NA,213.96,608.853,401.504,401.504,NA,NA,NA,NA,NA,NA,207.349,687.687,458.586,458.586,NA,NA,NA,NA,NA,NA,229.101,696.453,462.472,462.472,NA,NA,NA,NA,NA,NA,233.981,662.341,409.661,409.661,NA,NA,NA,NA,NA,NA,252.68,683.941,390.243,390.243,NA,NA,NA,NA,NA,NA,293.698,726.428,383.093,383.093,NA,NA,NA,NA,NA,NA,343.335,746.627,392.703,392.703,NA,NA,NA,NA,NA,NA,353.924,740.363,384.991,384.991,NA,NA,NA,NA,NA,NA,355.372,716.005,357.864,357.864,NA,NA,NA,NA,NA,NA,358.141
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Gestión pública en patrimonio,12262.557,12262.557,8463.152830497982,NA,3799.4037942056966,3799.4037942056966,NA,NA,NA,NA,12013.285,12013.285,7387.751364545306,NA,4625.533476309699,4625.533476309699,NA,NA,NA,NA,12602.72,12602.72,8039.282320638514,NA,4563.437336220538,4563.437336220538,NA,NA,NA,NA,13234.29,13234.29,8228.836007417347,NA,5005.453640279294,5005.453640279294,NA,NA,NA,NA,13331.955,13331.955,8314.16200822817,NA,5017.793016484568,5017.793016484568,NA,NA,NA,NA,12306.305,12306.305,7231.3767894878265,NA,5074.928035488406,5074.928035488406,NA,NA,NA,NA,12504.87,12504.87,6979.0518171085505,NA,5525.81836422801,5525.81836422801,NA,NA,NA,NA,13030.522,13030.522,7069.268908241862,NA,5961.252715241448,5961.252715241448,NA,NA,NA,NA,13612.765,13612.765,6853.99555138358,NA,6758.769146048134,6758.769146048134,NA,NA,NA,NA,13102.867,13102.867,6627.0696276663175,NA,6475.7976710860175,6475.7976710860175,NA,NA,NA,NA,13703.743,13703.743,7520.54740500235,NA,6183.195686285827,6183.195686285827,NA,NA,NA,NA,11948.624,11948.624,6476.130550234531,NA,5472.49390604691,5472.49390604691,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas,27740.016,27740.016,27740.016,NA,NA,NA,NA,NA,NA,NA,28003.259,28003.259,28003.258,NA,NA,NA,NA,NA,NA,NA,27669.825,27669.825,27669.825,NA,NA,NA,NA,NA,NA,NA,28826.261,28826.261,28826.261,NA,NA,NA,NA,NA,NA,NA,29258.983,29258.983,29258.983,NA,NA,NA,NA,NA,NA,NA,29344.359,29344.359,29344.359,NA,NA,NA,NA,NA,NA,NA,29721.003,29721.003,29721.002,NA,NA,NA,NA,NA,NA,NA,30003.745,30003.745,30003.745,NA,NA,NA,NA,NA,NA,NA,30548.991,30548.991,30548.99,NA,NA,NA,NA,NA,NA,NA,31280.145,31280.145,31280.145,NA,NA,NA,NA,NA,NA,NA,32190.876,32190.876,32190.876,NA,NA,NA,NA,NA,NA,NA,32505.173,32505.173,32505.173,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Formación Pública,13614.942,13614.942,13614.94193248424,NA,NA,NA,NA,NA,NA,NA,13798.993,13798.993,13798.992673295412,NA,NA,NA,NA,NA,NA,NA,13428.206,13428.206,13428.205882977443,NA,NA,NA,NA,NA,NA,NA,14222.859,14222.859,14222.858895305642,NA,NA,NA,NA,NA,NA,NA,14350.83,14350.83,14350.829794910467,NA,NA,NA,NA,NA,NA,NA,14237.256,14237.256,14237.256417169692,NA,NA,NA,NA,NA,NA,NA,14351.715,14351.715,14351.714684612405,NA,NA,NA,NA,NA,NA,NA,14605.412,14605.412,14605.411976858755,NA,NA,NA,NA,NA,NA,NA,14860.191,14860.191,14860.19062983019,NA,NA,NA,NA,NA,NA,NA,15269.712,15269.712,15269.711949800372,NA,NA,NA,NA,NA,NA,NA,15612.232,15612.232,15612.232296410157,NA,NA,NA,NA,NA,NA,NA,15681.237,15681.237,15681.2367619789,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Formación Privada,8113.059,8113.059,8113.059,NA,NA,NA,NA,NA,NA,NA,8145.874,8145.874,8145.874,NA,NA,NA,NA,NA,NA,NA,8261.116,8261.116,8261.116,NA,NA,NA,NA,NA,NA,NA,8409.236,8409.236,8409.236,NA,NA,NA,NA,NA,NA,NA,8650.215,8650.215,8650.215,NA,NA,NA,NA,NA,NA,NA,8840.314,8840.314,8840.314,NA,NA,NA,NA,NA,NA,NA,9060.673,9060.673,9060.673,NA,NA,NA,NA,NA,NA,NA,9037.466,9037.466,9037.466,NA,NA,NA,NA,NA,NA,NA,9233.022,9233.022,9233.022,NA,NA,NA,NA,NA,NA,NA,9426.715,9426.715,9426.715,NA,NA,NA,NA,NA,NA,NA,9900.48,9900.48,9900.48,NA,NA,NA,NA,NA,NA,NA,10142.421,10142.421,10142.421,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Difusión Pública,5396.778,5396.778,5396.777665085434,NA,NA,NA,NA,NA,NA,NA,5454.601,5454.601,5454.600642447003,NA,NA,NA,NA,NA,NA,NA,5379.3,5379.3,5379.300149168036,NA,NA,NA,NA,NA,NA,NA,5601.525,5601.525,5601.525167407018,NA,NA,NA,NA,NA,NA,NA,5654.703,5654.703,5654.702722177504,NA,NA,NA,NA,NA,NA,NA,5654.592,5654.592,5654.591833895175,NA,NA,NA,NA,NA,NA,NA,5676.1,5676.1,5676.099560346646,NA,NA,NA,NA,NA,NA,NA,5724.104,5724.104,5724.103739868544,NA,NA,NA,NA,NA,NA,NA,5825.773,5825.773,5825.772775524056,NA,NA,NA,NA,NA,NA,NA,5951.521,5951.521,5951.520949284534,NA,NA,NA,NA,NA,NA,NA,6043.562,6043.562,6043.561990414207,NA,NA,NA,NA,NA,NA,NA,6055.491,6055.491,6055.491155047003,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Difusión Privada,615.237,615.237,615.237,NA,NA,NA,NA,NA,NA,NA,603.791,603.791,603.791,NA,NA,NA,NA,NA,NA,NA,601.203,601.203,601.203,NA,NA,NA,NA,NA,NA,NA,592.641,592.641,592.641,NA,NA,NA,NA,NA,NA,NA,603.235,603.235,603.235,NA,NA,NA,NA,NA,NA,NA,612.197,612.197,612.197,NA,NA,NA,NA,NA,NA,NA,632.515,632.515,632.515,NA,NA,NA,NA,NA,NA,NA,636.763,636.763,636.763,NA,NA,NA,NA,NA,NA,NA,630.005,630.005,630.005,NA,NA,NA,NA,NA,NA,NA,632.197,632.197,632.197,NA,NA,NA,NA,NA,NA,NA,634.602,634.602,634.602,NA,NA,NA,NA,NA,NA,NA,626.024,626.024,626.024,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Producción cultural de los hogares,95916.44,95916.44,95916.44,NA,NA,NA,NA,NA,NA,NA,88535.249,88535.249,88535.249,NA,NA,NA,NA,NA,NA,NA,93117.162,93117.162,93117.162,NA,NA,NA,NA,NA,NA,NA,97809.524,97809.524,97809.524,NA,NA,NA,NA,NA,NA,NA,100025.066,100025.066,100025.066,NA,NA,NA,NA,NA,NA,NA,100466.317,100466.317,100466.317,NA,NA,NA,NA,NA,NA,NA,100582.37,100582.37,100582.37,NA,NA,NA,NA,NA,NA,NA,103438.557,103438.557,103438.557,NA,NA,NA,NA,NA,NA,NA,108719.403,108719.403,108719.403,NA,NA,NA,NA,NA,NA,NA,111881.192,111881.192,111881.192,NA,NA,NA,NA,NA,NA,NA,117669.322,117669.322,117669.322,NA,NA,NA,NA,NA,NA,NA,116753.115,116753.115,116753.115,NA,NA,NA,NA,NA,NA,NA
